Date : 2025-01-07 11:07:53
Directory : c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion
Total : 2536 files,  610187 codes, 19157 comments, 21748 blanks, all 651092 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 15\6 - Proyecto del Día\misEstilos.css                                                                                       | CSS                |         89 |          0 |         15 |        104 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 15\6 - Proyecto del Día\misScripts.js                                                                                        | JavaScript         |        141 |          8 |         12 |        161 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\1 - BD_Relacional\index.js                                                                                                | JavaScript         |         37 |         11 |         11 |         59 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\1 - BD_Relacional\package-lock.json                                                                                       | JSON               |        685 |          0 |          1 |        686 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\1 - BD_Relacional\package.json                                                                                            | JSON               |         17 |          0 |          1 |         18 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\2 - BD_NoRelacional\index.js                                                                                              | JavaScript         |         33 |         11 |         14 |         58 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\2 - BD_NoRelacional\package-lock.json                                                                                     | JSON               |        759 |          0 |          1 |        760 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\2 - BD_NoRelacional\package.json                                                                                          | JSON               |         17 |          0 |          1 |         18 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\3 - API\conexion.js                                                                                                       | JavaScript         |          8 |          3 |          3 |         14 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\3 - API\index.js                                                                                                          | JavaScript         |         25 |          7 |          5 |         37 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\3 - API\package-lock.json                                                                                                 | JSON               |        759 |          0 |          1 |        760 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\3 - API\package.json                                                                                                      | JSON               |         17 |          0 |          1 |         18 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\4 - Proyecto del Dia\conexion.js                                                                                          | JavaScript         |         12 |          4 |          3 |         19 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\4 - Proyecto del Dia\index.js                                                                                             | JavaScript         |         48 |          8 |          9 |         65 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\4 - Proyecto del Dia\package-lock.json                                                                                    | JSON               |      1,713 |          0 |          1 |      1,714 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 16\4 - Proyecto del Dia\package.json                                                                                         | JSON               |         17 |          0 |          1 |         18 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\1 - Loguin\home.html                                                                                                      | HTML               |         10 |          0 |          0 |         10 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\1 - Loguin\misScripts.js                                                                                                  | JavaScript         |         48 |          1 |          5 |         54 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\1 - Loguin\page.html                                                                                                      | HTML               |         17 |          0 |          0 |         17 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\2 - API\connection.js                                                                                                     | JavaScript         |         12 |          0 |          2 |         14 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\2 - API\index.js                                                                                                          | JavaScript         |         15 |          0 |          4 |         19 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\2 - API\package-lock.json                                                                                                 | JSON               |      1,763 |          0 |          1 |      1,764 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\2 - API\package.json                                                                                                      | JSON               |         18 |          0 |          1 |         19 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\3 - Proteger Datos\index.html                                                                                             | HTML               |         17 |          0 |          0 |         17 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\3 - Proteger Datos\misScripts.js                                                                                          | JavaScript         |         23 |          0 |          1 |         24 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\4 - API\connection.js                                                                                                     | JavaScript         |         12 |          0 |          2 |         14 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\4 - API\index.js                                                                                                          | JavaScript         |         18 |          0 |          5 |         23 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\4 - API\package-lock.json                                                                                                 | JSON               |      3,188 |          0 |          1 |      3,189 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\4 - API\package.json                                                                                                      | JSON               |         20 |          0 |          1 |         21 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\4 - API\seguridad.js                                                                                                      | JavaScript         |         18 |          0 |          9 |         27 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\5 - Sitio\home.html                                                                                                       | HTML               |         14 |          0 |          0 |         14 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\5 - Sitio\misScripts.js                                                                                                   | JavaScript         |         55 |          0 |          2 |         57 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\5 - Sitio\page.html                                                                                                       | HTML               |         17 |          0 |          0 |         17 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\5 - Sitio\stock.html                                                                                                      | HTML               |          9 |          0 |          0 |          9 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\5 - Sitio\ventas.html                                                                                                     | HTML               |          9 |          0 |          0 |          9 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\6 - API\connection.js                                                                                                     | JavaScript         |         12 |          0 |          2 |         14 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\6 - API\index.js                                                                                                          | JavaScript         |         31 |          0 |          6 |         37 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\6 - API\package-lock.json                                                                                                 | JSON               |      2,004 |          0 |          1 |      2,005 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\6 - API\package.json                                                                                                      | JSON               |         19 |          0 |          1 |         20 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\6 - API\seguridad.js                                                                                                      | JavaScript         |         21 |          4 |          6 |         31 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\API\connection.js                                                                                         | JavaScript         |         12 |          0 |          2 |         14 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\API\index.js                                                                                              | JavaScript         |         34 |          0 |          6 |         40 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\API\package-lock.json                                                                                     | JSON               |      1,763 |          0 |          1 |      1,764 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\API\package.json                                                                                          | JSON               |         18 |          0 |          1 |         19 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\SitioWeb\pages\administracion.html                                                                        | HTML               |         16 |          0 |          0 |         16 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\SitioWeb\pages\home.html                                                                                  | HTML               |         16 |          0 |          0 |         16 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\SitioWeb\pages\login.html                                                                                 | HTML               |         22 |          0 |          0 |         22 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\SitioWeb\pages\registro.html                                                                              | HTML               |         22 |          0 |          0 |         22 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\SitioWeb\scripts\ofertas.js                                                                               | JavaScript         |         55 |          0 |          9 |         64 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\SitioWeb\scripts\usuarios.js                                                                              | JavaScript         |         46 |          0 |          3 |         49 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\SitioWeb\styles\estilosSitio.css                                                                          | CSS                |         52 |          0 |          9 |         61 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\7 - Proyecto 17\SitioWeb\styles\estilosUsuario.css                                                                        | CSS                |         35 |          0 |          4 |         39 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\API\connection.js                                                                                | JavaScript         |         12 |          0 |          2 |         14 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\API\index.js                                                                                     | JavaScript         |         49 |          0 |          7 |         56 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\API\package-lock.json                                                                            | JSON               |      3,357 |          0 |          1 |      3,358 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\API\package.json                                                                                 | JSON               |         21 |          0 |          1 |         22 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\API\seguridad.js                                                                                 | JavaScript         |         38 |          9 |         12 |         59 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\SitioWeb\pages\administracion.html                                                               | HTML               |         16 |          0 |          0 |         16 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\SitioWeb\pages\home.html                                                                         | HTML               |         16 |          0 |          0 |         16 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\SitioWeb\pages\login.html                                                                        | HTML               |         22 |          0 |          0 |         22 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\SitioWeb\pages\registro.html                                                                     | HTML               |         22 |          0 |          0 |         22 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\SitioWeb\scripts\ofertas.js                                                                      | JavaScript         |         78 |          0 |          9 |         87 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\SitioWeb\scripts\usuarios.js                                                                     | JavaScript         |         60 |          0 |          5 |         65 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\SitioWeb\styles\estilosSitio.css                                                                 | CSS                |         52 |          0 |          8 |         60 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 17\8 - Solucion Proyecto 17\SitioWeb\styles\estilosUsuario.css                                                               | CSS                |         35 |          0 |          4 |         39 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\1 - Modulos\funciones.js                                                                                                  | JavaScript         |          7 |          0 |          4 |         11 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\1 - Modulos\index.html                                                                                                    | HTML               |         10 |          0 |          1 |         11 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\1 - Modulos\misScripts.js                                                                                                 | JavaScript         |          3 |          0 |          2 |          5 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\2 - Webpack\dist\main.js                                                                                                  | JavaScript         |         37 |         22 |          7 |         66 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\2 - Webpack\dist\main2.js                                                                                                 | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\2 - Webpack\package-lock.json                                                                                             | JSON               |      1,229 |          0 |          1 |      1,230 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\2 - Webpack\package.json                                                                                                  | JSON               |         18 |          0 |          1 |         19 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\2 - Webpack\src\index.js                                                                                                  | JavaScript         |          3 |          0 |          1 |          4 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\2 - Webpack\src\page.html                                                                                                 | HTML               |          7 |          0 |          0 |          7 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\2 - Webpack\webpack.config.js                                                                                             | JavaScript         |          8 |          0 |          1 |          9 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\3 - npm\index.js                                                                                                          | JavaScript         |          3 |          0 |          2 |          5 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\3 - npm\package-lock.json                                                                                                 | JSON               |        182 |          0 |          1 |        183 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\3 - npm\package.json                                                                                                      | JSON               |         16 |          0 |          1 |         17 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\4 - Uso Estricto\index.html                                                                                               | HTML               |          7 |          0 |          0 |          7 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\4 - Uso Estricto\misScripts.js                                                                                            | JavaScript         |          3 |          0 |          1 |          4 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\assets\styles.css                                                                                            | CSS                |         93 |          0 |         19 |        112 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\dist\main.js                                                                                                 | JavaScript         |          1 |          0 |          0 |          1 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\package-lock.json                                                                                            | JSON               |      1,223 |          0 |          1 |      1,224 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\package.json                                                                                                 | JSON               |         17 |          0 |          1 |         18 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\src\index.js                                                                                                 | JavaScript         |          8 |          0 |          1 |          9 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\src\modulos\cancion.js                                                                                       | JavaScript         |          4 |          0 |          0 |          4 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\src\modulos\hora.js                                                                                          | JavaScript         |         22 |          4 |          9 |         35 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\src\modulos\noticia.js                                                                                       | JavaScript         |         16 |          0 |          3 |         19 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\src\modulos\tiempo.js                                                                                        | JavaScript         |         19 |          0 |          5 |         24 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\src\page.html                                                                                                | HTML               |         53 |          0 |          0 |         53 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 18\ProyectoBase\ultima-noticia.json                                                                                          | JSON               |          6 |          0 |          0 |          6 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\1 - Mi Primera Pagina\Día 1 - MiPrimeraPágina.html                                                                         | HTML               |         17 |          0 |          0 |         17 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\2 - Etiquetas\etiquetas.html                                                                                               | HTML               |         16 |          0 |          0 |         16 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\3 - Etiquetas anidadas\etiquetasAnidadas.html                                                                              | HTML               |          8 |          0 |          0 |          8 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\4 - Orden del  Texto\index.html                                                                                            | HTML               |          8 |          0 |          0 |          8 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\5 - Encabezados\index.html                                                                                                 | HTML               |         14 |          2 |          1 |         17 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\6 - Imagenes\index.html                                                                                                    | HTML               |         13 |          0 |          0 |         13 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\7 - Enlaces\index.html                                                                                                     | HTML               |          8 |          0 |          0 |          8 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\7 - Enlaces\sitios\pagina2.html                                                                                            | HTML               |          9 |          0 |          0 |          9 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\8 - Biografia\adolescencia.html                                                                                            | HTML               |         25 |          0 |          0 |         25 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\8 - Biografia\adultez.html                                                                                                 | HTML               |         27 |          0 |          0 |         27 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\8 - Biografia\index.html                                                                                                   | HTML               |         28 |          0 |          3 |         31 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 1\8 - Biografia\infancia.html                                                                                                | HTML               |         23 |          0 |          3 |         26 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 2\1 - Estilo de Texto\index.html                                                                                             | HTML               |         14 |          0 |          0 |         14 |
| c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion\02JS_Curso_De0aExperto18dias\CursoCompleto\Día 2\2 - Etiqueta de Estilo\index.html                                                                                          | HTML               |         24 |          0 |          5 |         29 |
